Entity,Code,Year,Oil production - TWh
Colombia,COL,2000,421.97263
Colombia,COL,2001,369.97833
Colombia,COL,2002,354.0521
Colombia,COL,2003,331.38788
Colombia,COL,2004,324.48898
Colombia,COL,2005,322.2988
Colombia,COL,2006,323.0626
Colombia,COL,2007,325.31995
Colombia,COL,2008,360.95447
Colombia,COL,2009,410.77594
Colombia,COL,2010,481.3789
Colombia,COL,2011,560.6426
Colombia,COL,2012,579.90173
Colombia,COL,2013,618.5938
Colombia,COL,2014,606.6536
Colombia,COL,2015,615.9615
Colombia,COL,2016,544.14105
Colombia,COL,2017,523.1395
Colombia,COL,2018,530.1477
Colombia,COL,2019,542.61224
Colombia,COL,2020,479.76053
Colombia,COL,2021,451.0527
Colombia,COL,2022,461.86255
Congo,COG,1965,0.82573
Congo,COG,1966,0.72106
Congo,COG,1967,0.5815
Congo,COG,1968,0.50009
Congo,COG,1969,0.27912
Congo,COG,1970,0.22096999
Congo,COG,1971,0.16282001
Congo,COG,1972,3.90768
Congo,COG,1973,24.31833
Congo,COG,1974,28.55165
Congo,COG,1975,20.80607
Congo,COG,1976,24.422998
Congo,COG,1977,19.061571
Congo,COG,1978,28.2609
Congo,COG,1979,32.122063
Congo,COG,1980,36.84384
Congo,COG,1981,47.69463
Congo,COG,1982,52.95139
Congo,COG,1983,62.394947
Congo,COG,1984,70.070755
Congo,COG,1985,69.04731
Congo,COG,1986,69.21014
Congo,COG,1987,73.46671
Congo,COG,1988,81.851944
Congo,COG,1989,92.59806
Congo,COG,1990,93.37727
Congo,COG,1991,93.66802
Congo,COG,1992,100.45994
Congo,COG,1993,110.92694
Congo,COG,1994,111.20606
Congo,COG,1995,107.775215
Congo,COG,1996,120.475174
Congo,COG,1997,134.7452
Congo,COG,1998,158.15637
Congo,COG,1999,159.6449
Congo,COG,2000,157.21277
Congo,COG,2001,145.88966
Congo,COG,2002,140.1276
Congo,COG,2003,128.00389
Congo,COG,2004,133.39854
Congo,COG,2005,146.158
Congo,COG,2006,165.13911
Congo,COG,2007,133.55975
Congo,COG,2008,141.85997
Congo,COG,2009,163.89842
Congo,COG,2010,186.5655
Congo,COG,2011,178.15218
Congo,COG,2012,165.62729
Congo,COG,2013,143.32234
Congo,COG,2014,149.92778
Congo,COG,2015,138.78883
Congo,COG,2016,138.25708
Congo,COG,2017,160.49629
Congo,COG,2018,196.91173
Congo,COG,2019,200.34785
Congo,COG,2020,183.19785
Congo,COG,2021,162.84421
Congo,COG,2022,160.0586
Denmark,DNK,1972,1.1366035
Denmark,DNK,1973,1.7002469
Denmark,DNK,1974,1.1334981
Denmark,DNK,1975,1.7002469
Denmark,DNK,1976,2.273207
Denmark,DNK,1977,5.66749
Denmark,DNK,1978,4.5339923
Denmark,DNK,1979,4.5339923
Denmark,DNK,1980,3.4098105
Denmark,DNK,1981,8.501235
Denmark,DNK,1982,19.269466
Denmark,DNK,1983,24.370207
Denmark,DNK,1984,26.710184
Denmark,DNK,1985,34.00494
Denmark,DNK,1986,41.939426
Denmark,DNK,1987,52.707653
Denmark,DNK,1988,54.55697
Denmark,DNK,1989,63.475887
Denmark,DNK,1990,68.57663
Denmark,DNK,1991,80.47836
Denmark,DNK,1992,89.22337
Denmark,DNK,1993,95.21384
Denmark,DNK,1994,104.84857
Denmark,DNK,1995,105.415306
Denmark,DNK,1996,118.206764
Denmark,DNK,1997,130.35226
Denmark,DNK,1998,134.88626
Denmark,DNK,1999,169.45795
Denmark,DNK,2000,206.29353
Denmark,DNK,2001,197.22864
Denmark,DNK,2002,210.26389
Denmark,DNK,2003,208.56364
Denmark,DNK,2004,221.63766
Denmark,DNK,2005,215.35074
Denmark,DNK,2006,195.8336
Denmark,DNK,2007,176.41371
Denmark,DNK,2008,163.23248
Denmark,DNK,2009,150.0611
Denmark,DNK,2010,141.38098
Denmark,DNK,2011,127.23942
Denmark,DNK,2012,116.0673
Denmark,DNK,2013,100.9822
Denmark,DNK,2014,94.55666
Denmark,DNK,2015,89.43252
Denmark,DNK,2016,80.53047
Denmark,DNK,2017,78.35093
Denmark,DNK,2018,65.673004
Denmark,DNK,2019,58.35043
Denmark,DNK,2020,40.940006
Denmark,DNK,2021,37.643425
Denmark,DNK,2022,37.03992
Ecuador,ECU,1965,4.9867253
Ecuador,ECU,1966,4.3633847
Ecuador,ECU,1967,3.7400439
Ecuador,ECU,1968,3.1252425
Ecuador,ECU,1969,2.4933627
Ecuador,ECU,1970,2.4933627
Ecuador,ECU,1971,2.4933627
Ecuador,ECU,1972,48.75378
Ecuador,ECU,1973,130.2782
Ecuador,ECU,1974,110.3313
Ecuador,ECU,1975,100.35785
Ecuador,ECU,1976,117.50911
Ecuador,ECU,1977,114.43729
Ecuador,ECU,1978,126.6467
Ecuador,ECU,1979,134.1268
Ecuador,ECU,1980,128.24379
Ecuador,ECU,1981,132.25677
Ecuador,ECU,1982,132.25677
Ecuador,ECU,1983,149.08698
Ecuador,ECU,1984,162.16396
Ecuador,ECU,1985,177.047
Ecuador,ECU,1986,184.52708
Ecuador,ECU,1987,109.19317
Ecuador,ECU,1988,191.90817
Ecuador,ECU,1989,177.24585
Ecuador,ECU,1990,180.52965
Ecuador,ECU,1991,189.62236
Ecuador,ECU,1992,203.0098
Ecuador,ECU,1993,217.78125
Ecuador,ECU,1994,239.59818
Ecuador,ECU,1995,244.21895
Ecuador,ECU,1996,243.37984
Ecuador,ECU,1997,245.20822
Ecuador,ECU,1998,237.72815
Ecuador,ECU,1999,236.48146
Ecuador,ECU,2000,251.12022
Ecuador,ECU,2001,254.79749
Ecuador,ECU,2002,245.08144
Ecuador,ECU,2003,261.2883
Ecuador,ECU,2004,329.50937
Ecuador,ECU,2005,332.34912
Ecuador,ECU,2006,334.6428
Ecuador,ECU,2007,319.31387
Ecuador,ECU,2008,316.20746
Ecuador,ECU,2009,303.71646
Ecuador,ECU,2010,303.7297
Ecuador,ECU,2011,311.79193
Ecuador,ECU,2012,315.15106
Ecuador,ECU,2013,328.46353
Ecuador,ECU,2014,346.92267
Ecuador,ECU,2015,338.5331
Ecuador,ECU,2016,342.77148
Ecuador,ECU,2017,331.18875
Ecuador,ECU,2018,322.4165
Ecuador,ECU,2019,330.99576
Ecuador,ECU,2020,299.63
Ecuador,ECU,2021,294.76086
Ecuador,ECU,2022,299.7995
Egypt,EGY,1965,75.33914
Egypt,EGY,1966,72.76891
Egypt,EGY,1967,64.90703
Egypt,EGY,1968,99.7505
Egypt,EGY,1969,142.99084
Egypt,EGY,1970,190.77852
Egypt,EGY,1971,173.89175
Egypt,EGY,1972,124.67361
Egypt,EGY,1973,98.61077
Egypt,EGY,1974,86.67839
Egypt,EGY,1975,136.46643
Egypt,EGY,1976,193.17432
Egypt,EGY,1977,243.067
Egypt,EGY,1978,292.95972
Egypt,EGY,1979,304.0082
Egypt,EGY,1980,346.3414
Egypt,EGY,1981,373.92776
Egypt,EGY,1982,387.4418
Egypt,EGY,1983,423.6809
Egypt,EGY,1984,486.55267
Egypt,EGY,1985,524.1292
Egypt,EGY,1986,478.40002
Egypt,EGY,1987,537.87585
Egypt,EGY,1988,514.44147
Egypt,EGY,1989,517.77924
Egypt,EGY,1990,529.1534
Egypt,EGY,1991,528.21136
Egypt,EGY,1992,534.80554
Egypt,EGY,1993,552.739
Egypt,EGY,1994,540.76013
Egypt,EGY,1995,541.8185
Egypt,EGY,1996,524.28046
Egypt,EGY,1997,509.30096
Egypt,EGY,1998,499.64807
Egypt,EGY,1999,481.02844
Egypt,EGY,2000,452.60547
Egypt,EGY,2001,437.2891
Egypt,EGY,2002,433.1078
Egypt,EGY,2003,431.15292
Egypt,EGY,2004,405.19684
Egypt,EGY,2005,385.7355
Egypt,EGY,2006,385.67053
Egypt,EGY,2007,393.21033
Egypt,EGY,2008,403.03033
Egypt,EGY,2009,410.0738
Egypt,EGY,2010,407.3989
Egypt,EGY,2011,402.38626
Egypt,EGY,2012,403.86438
Egypt,EGY,2013,399.61905
Egypt,EGY,2014,408.6805
Egypt,EGY,2015,412.06253
Egypt,EGY,2016,393.50104
Egypt,EGY,2017,374.23016
Egypt,EGY,2018,381.97574
Egypt,EGY,2019,369.97357
Egypt,EGY,2020,361.30188
Egypt,EGY,2021,344.26385
Egypt,EGY,2022,347.97958
Equatorial Guinea,GNQ,1992,1.1551099
Equatorial Guinea,GNQ,1993,2.8798847
Equatorial Guinea,GNQ,1994,2.8798847
Equatorial Guinea,GNQ,1995,4.031839
Equatorial Guinea,GNQ,1996,9.818435
Equatorial Guinea,GNQ,1997,34.558617
Equatorial Guinea,GNQ,1998,47.806084
Equatorial Guinea,GNQ,1999,57.597694
Equatorial Guinea,GNQ,2000,66.25601
Equatorial Guinea,GNQ,2001,108.799065
Equatorial Guinea,GNQ,2002,129.11417
Equatorial Guinea,GNQ,2003,147.95903
Equatorial Guinea,GNQ,2004,192.61258
Equatorial Guinea,GNQ,2005,203.15892
Equatorial Guinea,GNQ,2006,200.56955
Equatorial Guinea,GNQ,2007,206.19717
Equatorial Guinea,GNQ,2008,204.46303
Equatorial Guinea,GNQ,2009,181.91013
Equatorial Guinea,GNQ,2010,168.11339
Equatorial Guinea,GNQ,2011,164.84421
Equatorial Guinea,GNQ,2012,176.3504
Equatorial Guinea,GNQ,2013,153.92014
Equatorial Guinea,GNQ,2014,154.43758
Equatorial Guinea,GNQ,2015,140.7708
Equatorial Guinea,GNQ,2016,120.30298
Equatorial Guinea,GNQ,2017,104.27127
Equatorial Guinea,GNQ,2018,94.47002
Equatorial Guinea,GNQ,2019,86.00617
Equatorial Guinea,GNQ,2020,85.849174
Equatorial Guinea,GNQ,2021,70.743195
Equatorial Guinea,GNQ,2022,63.794357
Europe,,1965,3278.427
Europe,,1966,3543.9636
Europe,,1967,3826.4563
Europe,,1968,4078.862
Europe,,1969,4307.1006
Europe,,1970,4594.176
Europe,,1971,4868.583
Europe,,1972,5158.4565
Europe,,1973,5493.962
Europe,,1974,5844.4624
Europe,,1975,6316.646
Europe,,1976,6821.996
Europe,,1977,7426.779
Europe,,1978,7943.773
Europe,,1979,8407.215
Europe,,1980,8682.468
Europe,,1981,8838.176
Europe,,1982,9079.721
Europe,,1983,9362.85
Europe,,1984,9505.844
Europe,,1985,8834.272
Europe,,1986,9098.407
Europe,,1987,9241.493
Europe,,1988,9208.885
Europe,,1989,8950.274
Europe,,1990,8594.973
Europe,,1991,8097.0405
Europe,,1992,7538.5376
Europe,,1993,7162.769
Europe,,1994,7218.2217
Europe,,1995,7279.5747
Europe,,1996,7373.771
Europe,,1997,7426.6074
Europe,,1998,7357.524
Europe,,1999,7423.0005
Europe,,2000,7701.5493
Europe,,2001,7884.318
Europe,,2002,8233.436
Europe,,2003,8560.556
Europe,,2004,8841.1
Europe,,2005,8700.141
Europe,,2006,8593.775
Europe,,2007,8579.4
Europe,,2008,8409.935
Europe,,2009,8344.424
Europe,,2010,8283.955
Europe,,2011,8163.7554
Europe,,2012,8076.282
Europe,,2013,8039.408
Europe,,2014,8108.659
Europe,,2015,8271.308
Europe,,2016,8447.862
Europe,,2017,8415.87
Europe,,2018,8504.596
Europe,,2019,8523.298
Europe,,2020,8051.5225
Europe,,2021,8132.405
Europe,,2022,8095.325
Europe (EI),,1965,453.6398
Europe (EI),,1966,460.85037
Europe (EI),,1967,475.8531
Europe (EI),,1968,482.866
Europe (EI),,1969,488.9717
Europe (EI),,1970,488.33206
Europe (EI),,1971,484.07294
Europe (EI),,1972,501.80472
Europe (EI),,1973,504.6919
Europe (EI),,1974,507.45587
Europe (EI),,1975,608.6304
Europe (EI),,1976,778.15247
Europe (EI),,1977,1079.136
Europe (EI),,1978,1296.8673
Europe (EI),,1979,1596.6871
Europe (EI),,1980,1667.4841
Europe (EI),,1981,1757.599
Europe (EI),,1982,1955.752
Europe (EI),,1983,2194.78
Europe (EI),,1984,2380.0264
Europe (EI),,1985,2527.254
Europe (EI),,1986,2571.8606
Europe (EI),,1987,2618.4285
Europe (EI),,1988,2593.9856
Europe (EI),,1989,2527.8857
Europe (EI),,1990,2595.16
Europe (EI),,1991,2724.6316
Europe (EI),,1992,2900.377
Europe (EI),,1993,3035.5728
Europe (EI),,1994,3524.789
Europe (EI),,1995,3665.564
Europe (EI),,1996,3851.3586
Europe (EI),,1997,3851.3127
Europe (EI),,1998,3818.05
Europe (EI),,1999,3878.5486
Europe (EI),,2000,3902.6023
Europe (EI),,2001,3794.2844
Europe (EI),,2002,3771.058
Europe (EI),,2003,3609.5042
Europe (EI),,2004,3453.0264
Europe (EI),,2005,3177.991
Europe (EI),,2006,2938.6384
Europe (EI),,2007,2795.4414
Europe (EI),,2008,2661.7578
Europe (EI),,2009,2513.574
Europe (EI),,2010,2325.7244
Europe (EI),,2011,2122.3923
Europe (EI),,2012,1950.3469
Europe (EI),,2013,1849.648
Europe (EI),,2014,1858.4572
Europe (EI),,2015,1938.1636
Europe (EI),,2016,1952.7499
Europe (EI),,2017,1919.9718
Europe (EI),,2018,1900.0944
Europe (EI),,2019,1854.7858
Europe (EI),,2020,1953.0762
Europe (EI),,2021,1866.3506
Europe (EI),,2022,1716.0735
European Union (27),,1965,401.09543
European Union (27),,1966,399.86267
European Union (27),,1967,403.54938
European Union (27),,1968,403.3284
European Union (27),,1969,399.26956
European Union (27),,1970,394.55936
European Union (27),,1971,383.52252
European Union (27),,1972,377.20428
European Union (27),,1973,377.8377
European Union (27),,1974,383.36508
European Union (27),,1975,382.51297
European Union (27),,1976,379.67834
European Union (27),,1977,371.60544
European Union (27),,1978,361.8192
European Union (27),,1979,348.44473
European Union (27),,1980,340.66818
European Union (27),,1981,341.9915
European Union (27),,1982,370.73972
European Union (27),,1983,404.1711
European Union (27),,1984,407.488
European Union (27),,1985,420.38846
European Union (27),,1986,431.05597
European Union (27),,1987,440.7659
European Union (27),,1988,448.33716
European Union (27),,1989,438.17123
European Union (27),,1990,443.03937
European Union (27),,1991,433.87915
European Union (27),,1992,430.1801
European Union (27),,1993,426.8433
European Union (27),,1994,447.7126
European Union (27),,1995,437.97516
European Union (27),,1996,436.2175
European Union (27),,1997,441.53726
European Union (27),,1998,436.38074
European Union (27),,1999,451.8086
European Union (27),,2000,482.19852
European Union (27),,2001,468.00104
European Union (27),,2002,506.75858
European Union (27),,2003,503.35654
European Union (27),,2004,504.8975
European Union (27),,2005,490.13992
European Union (27),,2006,455.15695
European Union (27),,2007,433.08615
European Union (27),,2008,402.62708
European Union (27),,2009,368.30603
European Union (27),,2010,354.42584
European Union (27),,2011,339.9363
European Union (27),,2012,325.501
European Union (27),,2013,318.15042
European Union (27),,2014,313.8384
European Union (27),,2015,304.0811
European Union (27),,2016,268.0922
European Union (27),,2017,263.93616
European Union (27),,2018,254.6339
European Union (27),,2019,235.11934
European Union (27),,2020,223.69815
European Union (27),,2021,209.58105
European Union (27),,2022,194.77242
Gabon,GAB,1965,14.71195
Gabon,GAB,1966,16.828611
Gabon,GAB,1967,40.06535
Gabon,GAB,1968,53.974827
Gabon,GAB,1969,58.46401
Gabon,GAB,1970,63.06949
Gabon,GAB,1971,67.39585
Gabon,GAB,1972,73.303894
Gabon,GAB,1973,88.35311
Gabon,GAB,1974,118.649254
Gabon,GAB,1975,131.59344
Gabon,GAB,1976,131.69812
Gabon,GAB,1977,131.03522
Gabon,GAB,1978,123.27801
Gabon,GAB,1979,113.950745
Gabon,GAB,1980,103.44885
Gabon,GAB,1981,88.99276
Gabon,GAB,1982,90.62096
Gabon,GAB,1983,91.51647
Gabon,GAB,1984,101.52989
Gabon,GAB,1985,100.32039
Gabon,GAB,1986,96.47085
Gabon,GAB,1987,89.888275
Gabon,GAB,1988,103.41396
Gabon,GAB,1989,118.94002
Gabon,GAB,1990,156.9236
Gabon,GAB,1991,171.05405
Gabon,GAB,1992,168.07675
Gabon,GAB,1993,177.04349
Gabon,GAB,1994,195.81432
Gabon,GAB,1995,206.50229
Gabon,GAB,1996,212.2475
Gabon,GAB,1997,211.59622
Gabon,GAB,1998,195.94223
Gabon,GAB,1999,197.41925
Gabon,GAB,2000,160.71356
Gabon,GAB,2001,152.14458
Gabon,GAB,2002,148.66035
Gabon,GAB,2003,159.11304
Gabon,GAB,2004,158.96667
Gabon,GAB,2005,156.9819
Gabon,GAB,2006,140.49571
Gabon,GAB,2007,142.59537
Gabon,GAB,2008,139.50262
Gabon,GAB,2009,139.94995
Gabon,GAB,2010,135.41739
Gabon,GAB,2011,137.21002
Gabon,GAB,2012,128.77348
Gabon,GAB,2013,123.92525
Gabon,GAB,2014,122.473495
Gabon,GAB,2015,124.00364
Gabon,GAB,2016,128.48758
Gabon,GAB,2017,121.986275
Gabon,GAB,2018,112.33555
Gabon,GAB,2019,126.49545
Gabon,GAB,2020,120.77915
Gabon,GAB,2021,105.20508
Gabon,GAB,2022,110.914566
High-income countries,,1965,8757.872
High-income countries,,1966,9524.692
High-income countries,,1967,10145.8125
High-income countries,,1968,10852.543
High-income countries,,1969,11315.223
High-income countries,,1970,12299.051
High-income countries,,1971,13207.953
High-income countries,,1972,14336.203
High-income countries,,1973,15442.027
High-income countries,,1974,15399.277
High-income countries,,1975,14012.979
High-income countries,,1976,15150.711
High-income countries,,1977,15790.795
High-income countries,,1978,15754.094
High-income countries,,1979,17074.635
High-income countries,,1980,16808.79
High-income countries,,1981,16252.222
High-income countries,,1982,14173.212
High-income countries,,1983,13398.227
High-income countries,,1984,13695.906
High-income countries,,1985,13245.32
High-income countries,,1986,14194.48
High-income countries,,1987,13630.861
High-income countries,,1988,14471.957
High-income countries,,1989,14247.83
High-income countries,,1990,14942.504
High-income countries,,1991,15857.129
High-income countries,,1992,16849.135
High-income countries,,1993,17160.188
High-income countries,,1994,17755.24
High-income countries,,1995,17935.178
High-income countries,,1996,18353.979
High-income countries,,1997,18439.299
High-income countries,,1998,18568.139
High-income countries,,1999,17811.074
High-income countries,,2000,18583.322
High-income countries,,2001,18218.975
High-income countries,,2002,17546.695
High-income countries,,2003,18561.887
High-income countries,,2004,18901.354
High-income countries,,2005,18870.445
High-income countries,,2006,18746.223
High-income countries,,2007,18348.2
High-income countries,,2008,18593.271
High-income countries,,2009,17727.979
High-income countries,,2010,18029.217
High-income countries,,2011,19209.035
High-income countries,,2012,20332.875
High-income countries,,2013,20870.066
High-income countries,,2014,21983.387
High-income countries,,2015,23002.934
High-income countries,,2016,23113.016
High-income countries,,2017,23099.977
High-income countries,,2018,24679.71
High-income countries,,2019,25439.389
High-income countries,,2020,24204.355
High-income countries,,2021,24226.531
High-income countries,,2022,25821.201
India,IND,1965,35.145863
India,IND,1966,54.04461
India,IND,1967,65.90721
India,IND,1968,68.07039
India,IND,1969,78.18849
India,IND,1970,79.18867
India,IND,1971,83.561554
India,IND,1972,85.74799
India,IND,1973,83.71274
India,IND,1974,87.108696
India,IND,1975,96.33129
India,IND,1976,100.70418
India,IND,1977,118.45155
India,IND,1978,131.08173
India,IND,1979,149.31757
India,IND,1980,109.31037
India,IND,1981,174.15926
India,IND,1982,231.21603
India,IND,1983,294.8903
India,IND,1984,327.89624
India,IND,1985,351.24927
India,IND,1986,367.76385
India,IND,1987,356.85492
India,IND,1988,375.48618
India,IND,1989,400.64188
India,IND,1990,397.40875
India,IND,1991,374.25342
India,IND,1992,339.4332
India,IND,1993,324.18625
India,IND,1994,376.55612
India,IND,1995,426.20462
India,IND,1996,404.724
India,IND,1997,413.85355
India,IND,1998,403.50284
India,IND,1999,402.5608
India,IND,2000,397.32733
India,IND,2001,397.4785
India,IND,2002,409.86447
India,IND,2003,411.56244
India,IND,2004,422.57605
India,IND,2005,406.17773
India,IND,2006,419.20334
India,IND,2007,423.80887
India,IND,2008,439.5326
India,IND,2009,441.89346
India,IND,2010,479.662
India,IND,2011,498.74335
India,IND,2012,494.85077
India,IND,2013,490.85788
India,IND,2014,484.2957
India,IND,2015,478.84055
India,IND,2016,472.0089
India,IND,2017,470.28488
India,IND,2018,459.93576
India,IND,2019,435.97647
India,IND,2020,408.77762
India,IND,2021,394.94897
India,IND,2022,384.05682
Indonesia,IDN,1965,285.34518
Indonesia,IDN,1966,278.29962
Indonesia,IDN,1967,299.4363
Indonesia,IDN,1968,352.65442
Indonesia,IDN,1969,376.9375
Indonesia,IDN,1970,501.40903
Indonesia,IDN,1971,523.72
Indonesia,IDN,1972,636.4264
Indonesia,IDN,1973,785.5799
Indonesia,IDN,1974,807.3038
Indonesia,IDN,1975,766.7918
Indonesia,IDN,1976,885.34705
Indonesia,IDN,1977,987.81305
Indonesia,IDN,1978,954.87695
Indonesia,IDN,1979,925.10754
Indonesia,IDN,1980,919.1779
Indonesia,IDN,1981,929.9591
Indonesia,IDN,1982,774.3697
Indonesia,IDN,1983,822.0525
Indonesia,IDN,1984,870.9995
Indonesia,IDN,1985,771.53186
Indonesia,IDN,1986,818.39996
Indonesia,IDN,1987,812.057
Indonesia,IDN,1988,782.5798
Indonesia,IDN,1989,833.06067
Indonesia,IDN,1990,865.6619
Indonesia,IDN,1991,942.09454
Indonesia,IDN,1992,892.374
Indonesia,IDN,1993,893.77747
Indonesia,IDN,1994,894.8168
Indonesia,IDN,1995,889.1665
Indonesia,IDN,1996,892.3267
Indonesia,IDN,1997,880.5205
Indonesia,IDN,1998,862.9521
Indonesia,IDN,1999,797.8668
Indonesia,IDN,2000,835.1533
Indonesia,IDN,2001,792.8739
Indonesia,IDN,2002,736.5128
Indonesia,IDN,2003,670.43884
Indonesia,IDN,2004,646.04767
Indonesia,IDN,2005,624.7098
Indonesia,IDN,2006,584.1274
Indonesia,IDN,2007,556.3172
Indonesia,IDN,2008,574.8375
Indonesia,IDN,2009,562.9781
Indonesia,IDN,2010,565.4801
Indonesia,IDN,2011,538.5468
Indonesia,IDN,2012,518.4984
Indonesia,IDN,2013,492.70227
Indonesia,IDN,2014,476.3889
Indonesia,IDN,2015,471.94174
Indonesia,IDN,2016,496.00772
Indonesia,IDN,2017,476.2169
Indonesia,IDN,2018,459.30032
Indonesia,IDN,2019,443.7854
Indonesia,IDN,2020,422.96628
Indonesia,IDN,2021,392.77612
Indonesia,IDN,2022,365.30237
Iran,IRN,1965,1112.55
Iran,IRN,1966,1243.164
Iran,IRN,1967,1517.8029
Iran,IRN,1968,1660.5339
Iran,IRN,1969,1968.5372
Iran,IRN,1970,2239.7864
Iran,IRN,1971,2659.6023
Iran,IRN,1972,2950.6582
Iran,IRN,1973,3435.2354
Iran,IRN,1974,3526.1836
Iran,IRN,1975,3133.9348
Iran,IRN,1976,3453.717
Iran,IRN,1977,3321.8525
Iran,IRN,1978,3079.8574
Iran,IRN,1979,1866.4425
Iran,IRN,1980,862.45776
Iran,IRN,1981,769.4381
Iran,IRN,1982,1396.675
Iran,IRN,1983,1428.5646
Iran,IRN,1984,1192.2871
Iran,IRN,1985,1283.3833
Iran,IRN,1986,1194.3988
Iran,IRN,1987,1357.5194
Iran,IRN,1988,1365.1671
Iran,IRN,1989,1672.8422
Iran,IRN,1990,1893.2347
Iran,IRN,1991,2027.9333
Iran,IRN,1992,2043.1453
Iran,IRN,1993,2143.3389
Iran,IRN,1994,2151.3699
Iran,IRN,1995,2156.8594
Iran,IRN,1996,2170.6436
Iran,IRN,1997,2174.3757
Iran,IRN,1998,2218.8591
Iran,IRN,1999,2071.5051
Iran,IRN,2000,2229.0667
Iran,IRN,2001,2207.4316
Iran,IRN,2002,2083.1982
Iran,IRN,2003,2350.3044
Iran,IRN,2004,2428.724
Iran,IRN,2005,2417.5408
Iran,IRN,2006,2449.531
Iran,IRN,2007,2480.1643
Iran,IRN,2008,2505.3982
Iran,IRN,2009,2409.9597
Iran,IRN,2010,2465.9385
Iran,IRN,2011,2471.7043
Iran,IRN,2012,2098.9683
Iran,IRN,2013,1973.2856
Iran,IRN,2014,2024.1608
Iran,IRN,2015,2096.2253
Iran,IRN,2016,2513.76
Iran,IRN,2017,2697.5283
Iran,IRN,2018,2554.3416
Iran,IRN,2019,1844.6189
Iran,IRN,2020,1678.9973
Iran,IRN,2021,1963.0627
Iran,IRN,2022,2053.1738
Iraq,IRQ,1965,752.17535
Iraq,IRQ,1966,797.43195
Iraq,IRQ,1967,703.4816
Iraq,IRQ,1968,863.37915
Iraq,IRQ,1969,871.33185
Iraq,IRQ,1970,887.37213
Iraq,IRQ,1971,970.4379
Iraq,IRQ,1972,842.125
Iraq,IRQ,1973,1156.0471
Iraq,IRQ,1974,1131.332
Iraq,IRQ,1975,1299.1066
Iraq,IRQ,1976,1390.0804
Iraq,IRQ,1977,1348.9895
Iraq,IRQ,1978,1472.1066
Iraq,IRQ,1979,1996.2805
Iraq,IRQ,1980,1524.3804
Iraq,IRQ,1981,517.584
Iraq,IRQ,1982,564.10254
Iraq,IRQ,1983,632.14026
Iraq,IRQ,1984,704.0628
Iraq,IRQ,1985,812.2264
Iraq,IRQ,1986,1083.7975
Iraq,IRQ,1987,1363.688
Iraq,IRQ,1988,1589.8123
Iraq,IRQ,1989,1616.1876
Iraq,IRQ,1990,1224.6495
Iraq,IRQ,1991,162.1561
Iraq,IRQ,1992,304.08456
Iraq,IRQ,1993,259.72107
Iraq,IRQ,1994,288.36447
Iraq,IRQ,1995,302.68616
Iraq,IRQ,1996,332.23203
Iraq,IRQ,1997,664.58966
Iraq,IRQ,1998,1211.6783
Iraq,IRQ,1999,1491.8107
Iraq,IRQ,2000,1497.8922
Iraq,IRQ,2001,1440.6339
Iraq,IRQ,2002,1208.0497
Iraq,IRQ,2003,767.865
Iraq,IRQ,2004,1162.3728
Iraq,IRQ,2005,1045.9281
Iraq,IRQ,2006,1139.9895
Iraq,IRQ,2007,1222.1901
Iraq,IRQ,2008,1387.679
Iraq,IRQ,2009,1392.5465
Iraq,IRQ,2010,1405.0623
Iraq,IRQ,2011,1579.3668
Iraq,IRQ,2012,1759.7953
Iraq,IRQ,2013,1767.0059
Iraq,IRQ,2014,1846.9589
Iraq,IRQ,2015,2275.0127
Iraq,IRQ,2016,2530.7146
Iraq,IRQ,2017,2586.301
Iraq,IRQ,2018,2640.1548
Iraq,IRQ,2019,2723.98
Iraq,IRQ,2020,2349.7002
Iraq,IRQ,2021,2335.6458
Iraq,IRQ,2022,2573.8372
Italy,ITA,1965,26.493141
Italy,ITA,1966,21.515501
Italy,ITA,1967,20.03849
Italy,ITA,1968,18.92201
Italy,ITA,1969,18.50333
Italy,ITA,1970,17.46826
Italy,ITA,1971,15.735391
Italy,ITA,1972,14.072301
Italy,ITA,1973,12.8511505
Italy,ITA,1974,12.8395195
Italy,ITA,1975,14.36305
Italy,ITA,1976,15.03759
Italy,ITA,1977,14.490981
Italy,ITA,1978,17.31707
Italy,ITA,1979,19.96871
Italy,ITA,1980,19.852411
Italy,ITA,1981,17.29381
Italy,ITA,1982,20.50369
Italy,ITA,1983,26.06283
Italy,ITA,1984,26.43499
Italy,ITA,1985,27.725922
Italy,ITA,1986,29.749542
Italy,ITA,1987,45.76405
Italy,ITA,1988,56.25431
Italy,ITA,1989,53.54452
Italy,ITA,1990,54.28884
Italy,ITA,1991,50.381157
Italy,ITA,1992,52.34663
Italy,ITA,1993,53.9632
Italy,ITA,1994,56.928852
Italy,ITA,1995,60.89468
Italy,ITA,1996,63.40676
Italy,ITA,1997,69.29147
Italy,ITA,1998,65.395
Italy,ITA,1999,58.324276
Italy,ITA,2000,53.334682
Italy,ITA,2001,47.642704
Italy,ITA,2002,64.32849
Italy,ITA,2003,64.78059
Italy,ITA,2004,63.324295
Italy,ITA,2005,71.06747
Italy,ITA,2006,67.237335
Italy,ITA,2007,68.14642
Italy,ITA,2008,60.97303
Italy,ITA,2009,53.18491
Italy,ITA,2010,59.37955
Italy,ITA,2011,61.7427
Italy,ITA,2012,62.76026
Italy,ITA,2013,63.983097
Italy,ITA,2014,67.04618
Italy,ITA,2015,63.61849
